               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.026288,            0.013591,            0.001438,             0.88896,             0.87306,             0.89049,             0.52842,            0.029618,           0.0081696,           0.0019621,            0.005941,            0.005941,            0.005941
                 125,            0.026354,            0.013156,           0.0014558,             0.88606,             0.86591,             0.87617,             0.51563,            0.029706,           0.0082803,           0.0018554,            0.005908,            0.005908,            0.005908
                 126,            0.026405,            0.013545,           0.0013683,             0.88995,             0.85278,             0.87589,             0.52141,            0.030005,           0.0082184,           0.0018961,            0.005875,            0.005875,            0.005875
                 127,            0.026113,            0.013394,           0.0015874,             0.86578,             0.86605,             0.87986,              0.5206,            0.029556,           0.0082838,           0.0021878,            0.005842,            0.005842,            0.005842
                 128,            0.025938,            0.013237,           0.0013942,             0.89464,             0.85104,             0.87869,             0.51682,            0.029291,           0.0081336,           0.0021336,            0.005809,            0.005809,            0.005809
                 129,            0.025728,            0.013425,           0.0013791,             0.88157,             0.86687,             0.88334,              0.5215,            0.029377,           0.0082193,           0.0021893,            0.005776,            0.005776,            0.005776
                 130,            0.025089,            0.013152,           0.0015103,             0.89809,             0.84881,             0.87683,             0.51957,            0.029432,           0.0082462,           0.0018026,            0.005743,            0.005743,            0.005743
                 131,            0.026146,            0.013661,           0.0013689,             0.90254,             0.86294,             0.88641,               0.528,            0.029563,           0.0082593,           0.0016635,             0.00571,             0.00571,             0.00571
                 132,               0.026,            0.013794,             0.00156,             0.89909,             0.87048,             0.88447,                0.52,             0.02953,           0.0082599,           0.0016726,            0.005677,            0.005677,            0.005677
                 133,            0.026202,            0.013469,           0.0015057,             0.90632,             0.87126,             0.88981,             0.52133,            0.029528,           0.0081533,           0.0019899,            0.005644,            0.005644,            0.005644
                 134,            0.026264,            0.013109,           0.0013768,             0.89547,             0.87414,              0.8908,             0.52654,            0.029544,           0.0081359,           0.0018804,            0.005611,            0.005611,            0.005611
                 135,            0.025784,            0.013536,           0.0016942,             0.88741,             0.86325,             0.88025,             0.52495,            0.029763,           0.0080451,           0.0020244,            0.005578,            0.005578,            0.005578
                 136,            0.025525,            0.013117,            0.001469,              0.8981,             0.87074,             0.89692,             0.52728,            0.029046,           0.0081306,           0.0018502,            0.005545,            0.005545,            0.005545
                 137,            0.025553,            0.013547,           0.0014396,             0.89269,             0.87391,             0.89473,             0.52254,            0.029211,           0.0081157,           0.0019592,            0.005512,            0.005512,            0.005512
                 138,            0.025354,            0.013302,           0.0015088,             0.88864,             0.87495,             0.88999,             0.52771,            0.029564,           0.0081949,           0.0016826,            0.005479,            0.005479,            0.005479
                 139,            0.025451,            0.013089,           0.0012549,             0.86434,             0.87229,             0.87206,             0.51812,            0.029558,           0.0081382,           0.0017951,            0.005446,            0.005446,            0.005446
                 140,            0.025508,            0.013337,           0.0013012,              0.8829,             0.87618,             0.88782,             0.51933,            0.029708,             0.00821,           0.0016951,            0.005413,            0.005413,            0.005413
                 141,            0.025473,            0.013115,           0.0013303,             0.87745,             0.87279,             0.88996,             0.52711,            0.029624,           0.0081893,           0.0014756,             0.00538,             0.00538,             0.00538
                 142,            0.025401,            0.013236,           0.0015784,             0.90048,             0.86311,              0.8812,             0.53208,            0.029611,           0.0082073,           0.0014897,            0.005347,            0.005347,            0.005347
                 143,            0.024977,            0.012879,           0.0014431,             0.88765,             0.86965,             0.88219,             0.52525,            0.029784,           0.0084573,           0.0016581,            0.005314,            0.005314,            0.005314
                 144,            0.025238,            0.012911,           0.0012117,             0.88974,             0.86397,             0.89151,             0.53409,            0.029534,           0.0083378,            0.001684,            0.005281,            0.005281,            0.005281
                 145,            0.025279,            0.013582,           0.0016822,             0.89356,             0.86005,             0.88911,              0.5228,            0.029446,           0.0081375,           0.0015132,            0.005248,            0.005248,            0.005248
                 146,            0.025286,            0.012823,           0.0014747,             0.88972,             0.88168,              0.8739,             0.52569,            0.029397,           0.0082241,           0.0016378,            0.005215,            0.005215,            0.005215
                 147,              0.0255,            0.012764,           0.0012747,             0.88972,              0.8707,             0.87642,             0.51559,            0.029827,           0.0081768,           0.0016422,            0.005182,            0.005182,            0.005182
                 148,            0.025269,            0.012925,            0.001322,             0.88003,             0.87556,             0.87911,             0.51936,            0.029659,           0.0081355,           0.0016456,            0.005149,            0.005149,            0.005149
                 149,            0.025266,             0.01301,           0.0016031,             0.89126,              0.8736,             0.88027,             0.51819,            0.029542,           0.0083386,           0.0016472,            0.005116,            0.005116,            0.005116
                 150,            0.025114,            0.012535,            0.001473,             0.90035,              0.8744,             0.89018,             0.52596,            0.029215,           0.0082156,           0.0016807,            0.005083,            0.005083,            0.005083
                 151,            0.025036,            0.012825,           0.0014178,             0.89086,             0.88365,             0.88613,             0.52078,            0.029261,           0.0082014,           0.0016873,             0.00505,             0.00505,             0.00505
                 152,            0.024757,            0.012967,           0.0015037,             0.88987,             0.87956,             0.88835,             0.52589,            0.029226,           0.0082897,           0.0017565,            0.005017,            0.005017,            0.005017
                 153,            0.024686,            0.012842,            0.001403,             0.89305,             0.87881,             0.89291,             0.52051,            0.029481,           0.0081991,           0.0016209,            0.004984,            0.004984,            0.004984
                 154,            0.024757,            0.012808,           0.0011287,             0.88472,             0.88284,             0.88201,             0.52603,            0.029598,           0.0082831,           0.0016202,            0.004951,            0.004951,            0.004951
                 155,            0.024821,            0.013109,           0.0011692,             0.89478,             0.87956,             0.89471,              0.5332,            0.029288,           0.0082261,           0.0017266,            0.004918,            0.004918,            0.004918
