               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.027378,            0.014841,           0.0015177,             0.88249,               0.858,             0.88339,             0.52221,             0.02973,           0.0082042,           0.0012692,            0.003169,            0.003169,            0.003169
                 140,            0.027003,            0.014367,           0.0017505,             0.87724,             0.86961,             0.88279,             0.51645,            0.029895,           0.0082562,           0.0012588,           0.0031195,           0.0031195,           0.0031195
                 141,            0.027182,            0.014229,           0.0014629,              0.8954,             0.85958,              0.8842,             0.52963,            0.029696,           0.0082356,           0.0012761,             0.00307,             0.00307,             0.00307
                 142,            0.027224,            0.014639,           0.0013563,             0.87978,             0.86545,             0.89146,             0.53487,            0.029676,           0.0082781,           0.0012582,           0.0030205,           0.0030205,           0.0030205
                 143,            0.027183,            0.014336,           0.0015466,             0.87446,             0.86252,             0.88324,             0.52164,            0.029764,           0.0082713,           0.0011825,            0.002971,            0.002971,            0.002971
                 144,            0.027017,            0.014453,           0.0015445,             0.87408,             0.87667,             0.88808,             0.53073,             0.02981,           0.0082318,           0.0012754,           0.0029215,           0.0029215,           0.0029215
                 145,            0.026814,            0.014049,           0.0014186,             0.87495,             0.86539,             0.89037,             0.53106,             0.02982,           0.0082313,           0.0013135,            0.002872,            0.002872,            0.002872
                 146,            0.027031,            0.014254,           0.0013565,             0.89511,             0.85112,             0.88996,             0.53148,            0.029636,           0.0082331,           0.0011421,           0.0028225,           0.0028225,           0.0028225
                 147,            0.027295,             0.01494,           0.0017313,             0.88001,             0.87167,             0.88838,             0.53501,             0.02924,           0.0082643,           0.0011369,            0.002773,            0.002773,            0.002773
                 148,            0.026813,            0.013994,           0.0016632,             0.88857,             0.85762,             0.88355,             0.52475,             0.02943,           0.0082996,            0.001253,           0.0027235,           0.0027235,           0.0027235
                 149,            0.027224,            0.014084,           0.0013348,             0.89153,             0.85222,             0.88862,             0.52718,            0.029718,           0.0083423,           0.0012763,            0.002674,            0.002674,            0.002674
